behavioral_metric,binary_branch_coverage,binary_coverage_data_valid,binary_coverage_source,binary_function_coverage,binary_instrumentation_error,binary_statement_coverage,branch_coverage,coverage_data_valid,coverage_source,execution_metric,function_coverage,iteration,new_path_found,reference_branch_coverage,reference_coverage_data_valid,reference_coverage_source,reference_function_coverage,reference_instrumentation_error,reference_statement_coverage,run_id,statement_coverage,target,timestamp,total_inputs,tracking_mode
33.0,,,,,,,24.29,,instrumented,0.0,37.97,47,False,,,,,,,20260409_120201,42.86,cidrize,2026-04-09 04:11:27.531000+00:00,47,code_execution
1.0,,,,,,,1.0,,proxy,0.0,1.0,1,True,,,,,,,20260409_113457,1.0,json_decoder,2026-04-09 03:34:58.581000+00:00,1,code_execution
2.0,,,,,,,7.25,,instrumented,83.0,9.98,2,True,,,,,,,20260414_151107,11.15,json_decoder,2026-04-14 07:11:12.058000+00:00,2,code_execution
31.0,,,,,,,39.86,,proxy,23.0,39.32,151,False,,,,,,,20260418_183800,39.32,json_decoder,2026-04-18 10:40:52.462000+00:00,151,code_execution
2.0,,,,,,,12.32,,instrumented,132.0,18.0,2,True,,,,,,,20260414_141113,20.43,json_decoder,2026-04-14 06:11:17.204000+00:00,2,code_execution
10.0,,,,,,,39.86,,instrumented,172.0,40.35,29,True,,,,,,,20260414_133605,40.56,json_decoder,2026-04-14 05:36:50.574000+00:00,29,code_execution
3.0,,,,,,,3.0,,proxy,0.0,3.0,7,False,,,,,,,20260409_014709,3.0,json_decoder,2026-04-08 17:47:38.471000+00:00,7,code_execution
58.0,,,,,,,52.9,,instrumented,34.0,51.63,172,False,,,,,,,20260409_130402,51.08,json_decoder,2026-04-09 05:07:03.183000+00:00,172,code_execution
38.0,,,,,,,42.75,,instrumented,26.0,45.12,84,False,,,,,,,20260409_012300,46.13,json_decoder,2026-04-08 17:24:44.805000+00:00,84,code_execution
10.0,,,,,,,10.0,,proxy,0.0,10.0,10,True,,,,,,,20260409_141821,10.0,cidrize,2026-04-09 06:21:52.925000+00:00,10,code_execution
133.0,,,,,,,53.62,,instrumented,47.0,52.71,444,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:50:41.867000+00:00,444,code_execution
107.0,,,,,,,50.0,,instrumented,42.0,50.11,294,False,,,,,,,20260409_151209,50.15,json_decoder,2026-04-09 07:21:52.084000+00:00,294,code_execution
8.0,,,,,,,8.0,,proxy,9.0,8.0,22,False,,,,,,,20260409_014709,8.0,json_decoder,2026-04-08 17:47:53.079000+00:00,22,code_execution
2.0,,,,,,,22.46,,proxy,2.0,27.86,3,False,,,,,,,20260418_181902,27.86,json_decoder,2026-04-18 10:19:15.301000+00:00,3,code_execution
112.0,,,,,,,54.35,,instrumented,38.0,52.49,390,False,,,,,,,20260409_130402,51.7,json_decoder,2026-04-09 05:09:21.235000+00:00,390,code_execution
25.0,,,,,,,25.0,,proxy,0.0,25.0,33,False,,,,,,,20260409_121222,25.0,ipv4_parser,2026-04-09 04:18:20.346000+00:00,33,code_execution
11.0,,,,,,,32.61,,instrumented,15.0,34.27,20,False,,,,,,,20260409_012300,34.98,json_decoder,2026-04-08 17:23:36.819000+00:00,20,code_execution
1.0,,,,,,,0.0,,proxy,0.0,0.0,1,True,,,,,,,20260414_234804,0.0,cidrize,2026-04-14 15:48:04.469000+00:00,1,behavioral
7.0,,,,,,,26.09,,instrumented,8.0,28.63,28,False,,,,,,,20260409_020552,29.72,json_decoder,2026-04-08 18:06:29.635000+00:00,28,code_execution
2.0,,,,,,,28.99,,instrumented,10.0,30.37,15,True,,,,,,,20260416_143405,30.96,json_decoder,2026-04-16 06:34:25.508000+00:00,15,code_execution
8.0,,,,,,,29.71,,instrumented,12.0,31.02,14,False,,,,,,,20260414_132822,31.58,json_decoder,2026-04-14 05:29:48.195000+00:00,14,code_execution
50.0,,,,,,,46.38,,instrumented,25.0,46.85,219,False,,,,,,,20260418_183800,47.06,json_decoder,2026-04-18 10:42:00.656000+00:00,219,code_execution
76.0,,,,,,,53.62,,instrumented,36.0,52.06,240,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:07:46.527000+00:00,240,code_execution
68.0,,,,,,,68.0,,proxy,0.0,68.0,74,True,,,,,,,20260409_141821,68.0,cidrize,2026-04-09 06:32:57.194000+00:00,74,code_execution
11.0,,,,,,,27.54,,instrumented,10.0,29.72,12,True,,,,,,,20260414_133700,30.65,json_decoder,2026-04-14 05:37:24.414000+00:00,12,code_execution
1.0,,,,,,,0.0,,whitebox_target,0.0,0.0,1,False,,,,,,,20260418_110141,0.0,json_decoder,2026-04-18 03:01:42.737000+00:00,1,code_execution
16.0,,,,,,,34.06,,instrumented,18.0,33.84,42,False,,,,,,,20260414_132822,33.75,json_decoder,2026-04-14 05:30:18.464000+00:00,42,code_execution
15.0,,,,,,,31.16,,instrumented,16.0,33.19,23,False,,,,,,,20260414_160232,34.06,json_decoder,2026-04-14 08:03:45.384000+00:00,23,code_execution
20.0,,,,,,,25.0,,instrumented,0.0,37.5,30,False,,,,,,,20260409_122229,40.62,ipv6_parser,2026-04-09 04:29:17.804000+00:00,30,code_execution
23.0,,,,,,,37.68,,proxy,21.0,37.77,106,False,,,,,,,20260418_183800,37.77,json_decoder,2026-04-18 10:40:07.838000+00:00,106,code_execution
4.0,,,,,,,28.26,,instrumented,155.0,29.93,5,False,,,,,,,20260414_160707,30.65,json_decoder,2026-04-14 08:07:35.602000+00:00,5,code_execution
5.0,,,,,,,23.91,,instrumented,6.0,27.33,9,False,,,,,,,20260409_123226,28.79,json_decoder,2026-04-09 04:33:15.952000+00:00,9,code_execution
161.0,,,,,,,53.62,,instrumented,47.0,52.71,532,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:53:12.605000+00:00,532,code_execution
20.0,,,,,,,39.13,,instrumented,15.0,39.91,34,False,,,,,,,20260414_132307,40.25,json_decoder,2026-04-14 05:24:08.383000+00:00,34,code_execution
115.0,,,,,,,54.35,,instrumented,38.0,52.49,411,False,,,,,,,20260409_130402,51.7,json_decoder,2026-04-09 05:09:35.272000+00:00,411,code_execution
106.0,,,,,,,49.28,,instrumented,40.0,49.67,289,False,,,,,,,20260409_151209,49.85,json_decoder,2026-04-09 07:21:45.613000+00:00,289,code_execution
7.0,,,,,,,24.29,,instrumented,0.0,37.97,7,False,,,,,,,20260414_153309,42.86,cidrize,2026-04-14 07:34:41.339000+00:00,7,code_execution
218.0,,,,,,,53.62,,instrumented,47.0,52.71,772,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:59:47.626000+00:00,772,code_execution
36.0,,,,,,,50.0,,instrumented,29.0,49.67,88,False,,,,,,,20260409_130402,49.54,json_decoder,2026-04-09 05:06:06.681000+00:00,88,code_execution
100.0,,,,,,,52.17,,instrumented,43.0,51.41,296,False,,,,,,,20260409_133542,51.08,json_decoder,2026-04-09 05:46:30.768000+00:00,296,code_execution
18.0,,,,,,,34.06,,instrumented,20.0,35.36,28,False,,,,,,,20260414_160232,35.91,json_decoder,2026-04-14 08:03:55.737000+00:00,28,code_execution
20.0,,,,,,,42.75,,instrumented,20.0,43.82,55,False,,,,,,,20260409_130402,44.27,json_decoder,2026-04-09 05:05:33.682000+00:00,55,code_execution
23.0,,,,,,,23.0,,proxy,17.0,23.0,39,False,,,,,,,20260414_154058,23.0,json_decoder,2026-04-14 07:42:24.755000+00:00,39,code_execution
91.0,,,,,,,47.1,,instrumented,36.0,48.81,251,False,,,,,,,20260409_123226,49.54,json_decoder,2026-04-09 04:40:18.938000+00:00,251,code_execution
200.0,,,,,,,53.62,,instrumented,47.0,52.71,675,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:57:14.371000+00:00,675,code_execution
2.0,,,,,,,2.0,,proxy,0.0,2.0,2,True,,,,,,,20260409_014521,2.0,json_decoder,2026-04-08 17:45:25.008000+00:00,2,code_execution
6.0,,,,,,,37.68,,instrumented,17.0,39.7,50,False,,,,,,,20260416_143405,40.56,json_decoder,2026-04-16 06:34:56.327000+00:00,50,code_execution
61.0,,,,,,,46.38,,proxy,25.0,47.06,268,False,,,,,,,20260418_183800,47.06,json_decoder,2026-04-18 10:42:50.033000+00:00,268,code_execution
10.0,,,,,,,39.13,,instrumented,170.0,39.7,25,False,,,,,,,20260414_133605,39.94,json_decoder,2026-04-14 05:36:46.277000+00:00,25,code_execution
71.0,,,,,,,71.0,,proxy,0.0,71.0,79,True,,,,,,,20260409_141821,71.0,cidrize,2026-04-09 06:33:54.611000+00:00,79,code_execution
95.0,,,,,,,49.28,,instrumented,39.0,49.24,263,False,,,,,,,20260409_151209,49.23,json_decoder,2026-04-09 07:21:09.126000+00:00,263,code_execution
11.0,,,,,,,11.0,,proxy,9.0,11.0,13,True,,,,,,,20260414_132307,11.0,json_decoder,2026-04-14 05:23:32.928000+00:00,13,code_execution
61.0,,,,,,,48.55,,instrumented,37.0,47.72,156,False,,,,,,,20260409_133542,47.37,json_decoder,2026-04-09 05:42:44.612000+00:00,156,code_execution
51.0,,,,,,,51.45,,instrumented,32.0,50.54,136,False,,,,,,,20260409_130402,50.15,json_decoder,2026-04-09 05:06:40.134000+00:00,136,code_execution
15.0,,,,,,,15.0,,proxy,0.0,15.0,17,False,,,,,,,20260409_141821,15.0,cidrize,2026-04-09 06:22:58.517000+00:00,17,code_execution
98.0,,,,,,,98.0,,proxy,0.0,98.0,109,False,,,,,,,20260409_141821,98.0,cidrize,2026-04-09 06:39:09.012000+00:00,109,code_execution
212.0,,,,,,,53.62,,instrumented,50.0,52.71,732,False,,,,,,,20260409_151209,52.32,json_decoder,2026-04-09 07:32:32.554000+00:00,732,code_execution
184.0,,,,,,,53.62,,instrumented,49.0,52.28,612,False,,,,,,,20260409_151209,51.7,json_decoder,2026-04-09 07:29:31.292000+00:00,612,code_execution
207.0,,,,,,,53.62,,instrumented,50.0,52.71,721,False,,,,,,,20260409_151209,52.32,json_decoder,2026-04-09 07:32:15.837000+00:00,721,code_execution
107.0,,,,,,,50.0,,instrumented,42.0,50.11,293,True,,,,,,,20260409_151209,50.15,json_decoder,2026-04-09 07:21:51.393000+00:00,293,code_execution
31.0,,,,,,,44.2,,instrumented,25.0,45.12,74,False,,,,,,,20260409_130402,45.51,json_decoder,2026-04-09 05:05:54.192000+00:00,74,code_execution
49.0,,,,,,,49.0,,proxy,0.0,49.0,53,True,,,,,,,20260409_141821,49.0,cidrize,2026-04-09 06:29:25.868000+00:00,53,code_execution
27.0,,,,,,,44.93,,instrumented,27.0,45.55,38,True,,,,,,,20260414_160232,45.82,json_decoder,2026-04-14 08:04:17.425000+00:00,38,code_execution
4.0,,,,,,,25.0,,instrumented,0.0,37.5,6,False,,,,,,,20260409_122229,40.62,ipv6_parser,2026-04-09 04:24:00.246000+00:00,6,code_execution
1.0,,,,,,,24.64,,instrumented,2.0,26.25,1,True,,,,,,,20260414_145630,26.93,json_decoder,2026-04-14 06:56:32.302000+00:00,1,code_execution
223.0,,,,,,,223.0,,proxy,47.0,223.0,808,False,,,,,,,20260409_133542,223.0,json_decoder,2026-04-09 06:00:41.972000+00:00,808,code_execution
6.0,,,,,,,32.61,,instrumented,12.0,32.97,14,True,,,,,,,20260414_234543,33.13,json_decoder,2026-04-14 15:45:56.493000+00:00,14,code_execution
1.0,,,,,,,0.0,,proxy,0.0,0.0,1,True,,,,,,,20260416_142759,0.0,cidrize,2026-04-16 06:27:59.689000+00:00,1,behavioral
19.0,,,,,,,39.13,,instrumented,21.0,40.13,51,True,,,,,,,20260409_130315,40.56,json_decoder,2026-04-09 05:04:41.026000+00:00,51,code_execution
107.0,,,,,,,50.0,,instrumented,42.0,50.54,306,False,,,,,,,20260409_123226,50.77,json_decoder,2026-04-09 04:41:52.361000+00:00,306,code_execution
19.0,,,,,,,34.78,,instrumented,20.0,36.66,26,False,,,,,,,20260414_210120,37.46,json_decoder,2026-04-14 13:03:13.892000+00:00,26,code_execution
49.0,,,,,,,50.72,,instrumented,30.0,49.89,123,False,,,,,,,20260409_130402,49.54,json_decoder,2026-04-09 05:06:31.665000+00:00,123,code_execution
11.0,,,,,,,18.84,,whitebox_target,136.0,22.56,41,False,,,,,,,20260417_213216,24.15,json_decoder,2026-04-17 13:32:43.303000+00:00,41,code_execution
21.0,,,,,,,29.71,,instrumented,14.0,32.97,46,False,,,,,,,20260409_123226,34.37,json_decoder,2026-04-09 04:34:15.454000+00:00,46,code_execution
23.0,,,,,,,25.0,,instrumented,0.0,37.5,33,False,,,,,,,20260409_140933,40.62,ipv6_parser,2026-04-09 06:23:03.466000+00:00,33,code_execution
14.0,,,,,,,36.96,,instrumented,16.0,39.26,31,True,,,,,,,20260413_205440,40.25,json_decoder,2026-04-13 12:55:35.722000+00:00,31,code_execution
5.0,,,,,,,30.43,,instrumented,8.0,31.45,11,False,,,,,,,20260414_234543,31.89,json_decoder,2026-04-14 15:45:54.257000+00:00,11,code_execution
3.0,,,,,,,25.36,,instrumented,3.0,28.85,10,True,,,,,,,20260418_170507,30.34,json_decoder,2026-04-18 09:05:23.189000+00:00,10,code_execution
3.0,,,,,,,85.0,,instrumented,0.0,85.0,3,True,,,,,,,20260418_182807,85.0,ipv4_parser,2026-04-18 10:28:40.976000+00:00,3,code_execution
84.0,,,,,,,45.65,,instrumented,34.0,47.94,218,False,,,,,,,20260409_123226,48.92,json_decoder,2026-04-09 04:39:21.049000+00:00,218,code_execution
15.0,,,,,,,36.23,,instrumented,188.0,37.31,69,False,,,,,,,20260414_160159,37.77,json_decoder,2026-04-14 08:03:27.477000+00:00,69,code_execution
106.0,,,,,,,53.62,,instrumented,36.0,52.06,359,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:09:01.579000+00:00,359,code_execution
78.0,,,,,,,50.72,,instrumented,39.0,50.33,210,False,,,,,,,20260409_133542,50.15,json_decoder,2026-04-09 05:44:15.794000+00:00,210,code_execution
7.0,,,,,,,27.54,,instrumented,6.0,29.93,7,True,,,,,,,20260414_124940,30.96,json_decoder,2026-04-14 04:49:57.385000+00:00,7,code_execution
20.0,,,,,,,38.41,,instrumented,22.0,39.7,38,False,,,,,,,20260414_125516,40.25,json_decoder,2026-04-14 04:56:36.278000+00:00,38,code_execution
95.0,,,,,,,51.45,,instrumented,41.0,50.98,275,False,,,,,,,20260409_133542,50.77,json_decoder,2026-04-09 05:45:59.492000+00:00,275,code_execution
1.0,,,,,,,1.0,,proxy,0.0,1.0,1,True,,,,,,,20260414_212451,1.0,json_decoder,2026-04-14 13:24:51.948000+00:00,1,code_execution
15.0,,,,,,,45.65,,instrumented,201.0,45.99,80,False,,,,,,,20260414_133605,46.13,json_decoder,2026-04-14 05:37:42.304000+00:00,80,code_execution
115.0,,,,,,,50.0,,instrumented,42.0,50.11,340,False,,,,,,,20260409_151209,50.15,json_decoder,2026-04-09 07:22:57.950000+00:00,340,code_execution
1.0,,,,,,,25.0,,instrumented,0.0,37.5,1,True,,,,,,,20260413_205336,40.62,ipv6_parser,2026-04-13 12:53:37.319000+00:00,1,code_execution
2.0,,,,,,,0.0,,proxy,0.0,0.0,3,False,,,,,,,20260414_234343,0.0,ipv4_parser,2026-04-14 15:45:20.371000+00:00,3,behavioral
2.0,,,,,,,21.01,,instrumented,4.0,25.81,3,True,,,,,,,20260409_130315,27.86,json_decoder,2026-04-09 05:03:18.081000+00:00,3,code_execution
4.0,,,,,,,22.46,,instrumented,5.0,24.95,5,False,,,,,,,20260414_212124,26.01,json_decoder,2026-04-14 13:21:41.095000+00:00,5,code_execution
41.0,,,,,,,45.65,,instrumented,27.0,44.47,63,False,,,,,,,20260414_212124,43.96,json_decoder,2026-04-14 13:23:23.270000+00:00,63,code_execution
13.0,,,,,,,37.68,,instrumented,189.0,38.18,52,False,,,,,,,20260414_155026,38.39,json_decoder,2026-04-14 07:52:25.051000+00:00,52,code_execution
23.0,,,,,,,32.61,,instrumented,16.0,34.71,53,False,,,,,,,20260409_123226,35.6,json_decoder,2026-04-09 04:34:28.079000+00:00,53,code_execution
8.0,,,,,,,25.0,,instrumented,0.0,37.5,9,False,,,,,,,20260414_131055,40.62,ipv6_parser,2026-04-14 05:12:49.036000+00:00,9,code_execution
15.0,,,,,,,34.06,,proxy,15.0,33.44,63,False,,,,,,,20260418_183800,33.44,json_decoder,2026-04-18 10:39:22.904000+00:00,63,code_execution
20.0,,,,,,,15.94,,whitebox_target,133.0,19.74,89,False,,,,,,,20260417_230638,21.36,json_decoder,2026-04-17 15:07:04.727000+00:00,89,code_execution
10.0,,,,,,,46.38,,instrumented,27.0,46.2,83,False,,,,,,,20260414_234543,46.13,json_decoder,2026-04-14 15:46:52.837000+00:00,83,code_execution
114.0,,,,,,,53.62,,instrumented,46.0,52.28,360,False,,,,,,,20260409_133542,51.7,json_decoder,2026-04-09 05:48:16.919000+00:00,360,code_execution
51.0,,,,,,,46.38,,proxy,25.0,47.06,224,False,,,,,,,20260418_183800,47.06,json_decoder,2026-04-18 10:42:05.758000+00:00,224,code_execution
13.0,,,,,,,26.81,,whitebox_target,183.0,29.28,96,False,,,,,,,20260417_175642,30.34,json_decoder,2026-04-17 09:57:47.812000+00:00,96,code_execution
5.0,,,,,,,5.0,,proxy,4.0,5.0,13,False,,,,,,,20260409_020552,5.0,json_decoder,2026-04-08 18:06:14.597000+00:00,13,code_execution
10.0,,,,,,,30.43,,instrumented,17.0,31.24,32,True,,,,,,,20260414_124032,31.58,json_decoder,2026-04-14 04:41:23.514000+00:00,32,code_execution
6.0,,,,,,,0.0,,proxy,0.0,0.0,12,True,,,,,,,20260415_005239,0.0,ipv4_parser,2026-04-14 16:54:32.645000+00:00,12,behavioral
9.0,,,,,,,32.61,,instrumented,12.0,32.32,27,False,,,,,,,20260418_183800,32.2,json_decoder,2026-04-18 10:38:42.670000+00:00,27,code_execution
16.0,,,,,,,15.94,,whitebox_target,133.0,19.74,83,False,,,,,,,20260417_230051,21.36,json_decoder,2026-04-17 15:01:25.218000+00:00,83,code_execution
13.0,,,,,,,41.3,,instrumented,21.0,42.08,91,False,,,,,,,20260416_143405,42.41,json_decoder,2026-04-16 06:35:23.460000+00:00,91,code_execution
63.0,,,,,,,48.55,,instrumented,37.0,47.72,165,False,,,,,,,20260409_133542,47.37,json_decoder,2026-04-09 05:42:59.527000+00:00,165,code_execution
113.0,,,,,,,53.62,,instrumented,46.0,52.28,355,False,,,,,,,20260409_133542,51.7,json_decoder,2026-04-09 05:48:10.504000+00:00,355,code_execution
93.0,,,,,,,53.62,,instrumented,36.0,52.06,310,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:08:30.343000+00:00,310,code_execution
12.0,,,,,,,37.68,,instrumented,31.0,36.88,69,False,,,,,,,20260414_124032,36.53,json_decoder,2026-04-14 04:42:07.200000+00:00,69,code_execution
4.0,,,,,,,24.64,,instrumented,6.0,27.77,5,False,,,,,,,20260414_132822,29.1,json_decoder,2026-04-14 05:29:37.981000+00:00,5,code_execution
199.0,,,,,,,53.62,,instrumented,47.0,52.71,672,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:57:09.234000+00:00,672,code_execution
95.0,,,,,,,95.0,,proxy,39.0,95.0,258,False,,,,,,,20260409_151209,95.0,json_decoder,2026-04-09 07:21:03.068000+00:00,258,code_execution
12.0,,,,,,,42.75,,whitebox_target,196.0,45.34,41,False,,,,,,,20260416_220310,46.44,json_decoder,2026-04-16 14:05:04.104000+00:00,41,code_execution
3.0,,,,,,,23.91,,instrumented,4.0,27.55,3,True,,,,,,,20260414_132307,29.1,json_decoder,2026-04-14 05:23:18.008000+00:00,3,code_execution
36.0,,,,,,,46.38,,proxy,25.0,47.06,170,False,,,,,,,20260418_183800,47.06,json_decoder,2026-04-18 10:41:12.601000+00:00,170,code_execution
4.0,,,,,,,33.33,,instrumented,0.0,44.12,4,False,,,,,,,20260409_121222,46.43,ipv4_parser,2026-04-09 04:13:22.959000+00:00,4,code_execution
7.0,,,,,,,28.99,,instrumented,164.0,30.8,16,False,,,,,,,20260414_160159,31.58,json_decoder,2026-04-14 08:02:34.397000+00:00,16,code_execution
156.0,,,,,,,156.0,,proxy,49.0,156.0,494,False,,,,,,,20260409_151209,156.0,json_decoder,2026-04-09 07:26:36.927000+00:00,494,code_execution
124.0,,,,,,,53.62,,instrumented,46.0,52.28,417,False,,,,,,,20260409_133542,51.7,json_decoder,2026-04-09 05:49:54.296000+00:00,417,code_execution
198.0,,,,,,,53.62,,instrumented,47.0,52.71,665,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:56:57.165000+00:00,665,code_execution
5.0,,,,,,,38.41,,instrumented,10.0,39.26,18,False,,,,,,,20260414_163701,39.63,json_decoder,2026-04-14 08:37:44.917000+00:00,18,code_execution
10.0,,,,,,,35.51,,instrumented,179.0,36.66,30,False,,,,,,,20260414_155026,37.15,json_decoder,2026-04-14 07:52:05.085000+00:00,30,code_execution
2.0,,,,,,,25.0,,instrumented,0.0,37.5,2,False,,,,,,,20260414_210614,40.62,ipv6_parser,2026-04-14 13:06:15.340000+00:00,2,code_execution
10.0,,,,,,,28.26,,instrumented,12.0,29.72,14,False,,,,,,,20260414_210657,30.34,json_decoder,2026-04-14 13:07:29.130000+00:00,14,code_execution
13.0,,,,,,,13.0,,proxy,16.0,13.0,32,False,,,,,,,20260414_130236,13.0,json_decoder,2026-04-14 05:03:52.851000+00:00,32,code_execution
201.0,,,,,,,53.62,,instrumented,50.0,52.71,700,False,,,,,,,20260409_151209,52.32,json_decoder,2026-04-09 07:31:43.582000+00:00,700,code_execution
18.0,,,,,,,39.86,,instrumented,20.0,40.78,32,True,,,,,,,20260409_012300,41.18,json_decoder,2026-04-08 17:23:49.389000+00:00,32,code_execution
33.0,,,,,,,50.0,,instrumented,29.0,49.67,81,False,,,,,,,20260409_130402,49.54,json_decoder,2026-04-09 05:06:00.648000+00:00,81,code_execution
183.0,,,,,,,53.62,,instrumented,49.0,52.28,604,False,,,,,,,20260409_151209,51.7,json_decoder,2026-04-09 07:29:18.897000+00:00,604,code_execution
3.0,,,,,,,27.54,,instrumented,4.0,30.37,3,True,,,,,,,20260414_152446,31.58,json_decoder,2026-04-14 07:25:52.152000+00:00,3,code_execution
47.0,,,,,,,42.03,,instrumented,28.0,43.17,106,True,,,,,,,20260409_151209,43.65,json_decoder,2026-04-09 07:17:20.125000+00:00,106,code_execution
177.0,,,,,,,53.62,,instrumented,49.0,52.28,571,False,,,,,,,20260409_151209,51.7,json_decoder,2026-04-09 07:28:31.056000+00:00,571,code_execution
9.0,,,,,,,33.33,,instrumented,0.0,44.12,9,False,,,,,,,20260414_130834,46.43,ipv4_parser,2026-04-14 05:10:26.118000+00:00,9,code_execution
2.0,,,,,,,0.0,,proxy,0.0,0.0,6,False,,,,,,,20260415_001126,0.0,cidrize,2026-04-14 16:12:16.624000+00:00,6,behavioral
4.0,,,,,,,38.41,,instrumented,10.0,39.26,14,True,,,,,,,20260414_163701,39.63,json_decoder,2026-04-14 08:37:40.176000+00:00,14,code_execution
3.0,,,,,,,0.0,,proxy,0.0,0.0,5,False,,,,,,,20260415_005044,0.0,cidrize,2026-04-14 16:51:37.719000+00:00,5,behavioral
13.0,,,,,,,35.51,,instrumented,15.0,37.53,29,False,,,,,,,20260409_151209,38.39,json_decoder,2026-04-09 07:15:21.680000+00:00,29,code_execution
223.0,,,,,,,53.62,,instrumented,47.0,52.71,798,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:00:29.311000+00:00,798,code_execution
8.0,,,,,,,29.71,,instrumented,11.0,32.1,19,False,,,,,,,20260409_130315,33.13,json_decoder,2026-04-09 05:03:47.926000+00:00,19,code_execution
7.0,,,,,,,31.16,,instrumented,10.0,31.24,23,False,,,,,,,20260418_183800,31.27,json_decoder,2026-04-18 10:38:37.522000+00:00,23,code_execution
17.0,,,,,,,39.13,,instrumented,13.0,41.21,28,False,,,,,,,20260414_145630,42.11,json_decoder,2026-04-14 06:57:56.427000+00:00,28,code_execution
3.0,,,,,,,21.74,,instrumented,2.0,23.64,3,False,,,,,,,20260414_125913,24.46,json_decoder,2026-04-14 04:59:24.849000+00:00,3,code_execution
2.0,,,,,,,33.33,,instrumented,0.0,44.12,2,False,,,,,,,20260418_142002,46.43,ipv4_parser,2026-04-18 06:20:04.022000+00:00,2,code_execution
13.0,,,,,,,32.61,,instrumented,13.0,32.75,46,False,,,,,,,20260418_183800,32.82,json_decoder,2026-04-18 10:39:04.833000+00:00,46,code_execution
12.0,,,,,,,48.55,,instrumented,30.0,46.64,53,False,,,,,,,20260414_234105,45.82,json_decoder,2026-04-14 15:42:09.025000+00:00,53,code_execution
3.0,,,,,,,3.0,,proxy,0.0,3.0,3,True,,,,,,,20260409_020947,3.0,json_decoder,2026-04-08 18:10:37.762000+00:00,3,code_execution
2.0,,,,,,,24.29,,instrumented,0.0,37.97,2,False,,,,,,,20260414_130627,42.86,cidrize,2026-04-14 05:06:32.433000+00:00,2,code_execution
5.0,,,,,,,34.06,,instrumented,177.0,35.14,27,False,,,,,,,20260414_155639,35.6,json_decoder,2026-04-14 07:57:56.428000+00:00,27,code_execution
44.0,,,,,,,43.48,,instrumented,27.0,45.34,112,False,,,,,,,20260409_012300,46.13,json_decoder,2026-04-08 17:25:01.006000+00:00,112,code_execution
228.0,,,,,,,53.62,,instrumented,47.0,52.71,835,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:01:27.597000+00:00,835,code_execution
209.0,,,,,,,53.62,,instrumented,50.0,52.71,724,False,,,,,,,20260409_151209,52.32,json_decoder,2026-04-09 07:32:19.674000+00:00,724,code_execution
3.0,,,,,,,23.19,,instrumented,4.0,26.46,3,True,,,,,,,20260414_160232,27.86,json_decoder,2026-04-14 08:02:59.539000+00:00,3,code_execution
7.0,,,,,,,29.71,,instrumented,10.0,31.89,13,False,,,,,,,20260409_130315,32.82,json_decoder,2026-04-09 05:03:37.896000+00:00,13,code_execution
3.0,,,,,,,28.26,,instrumented,8.0,30.37,9,True,,,,,,,20260415_005648,31.27,json_decoder,2026-04-14 16:57:02.437000+00:00,9,code_execution
119.0,,,,,,,54.35,,instrumented,38.0,52.49,435,False,,,,,,,20260409_130402,51.7,json_decoder,2026-04-09 05:09:50.624000+00:00,435,code_execution
10.0,,,,,,,32.61,,proxy,13.0,33.44,73,False,,,,,,,20260418_181902,33.44,json_decoder,2026-04-18 10:20:37.052000+00:00,73,code_execution
89.0,,,,,,,53.62,,instrumented,36.0,52.06,291,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:08:18.433000+00:00,291,code_execution
16.0,,,,,,,38.41,,instrumented,19.0,39.7,41,False,,,,,,,20260409_130315,40.25,json_decoder,2026-04-09 05:04:25.051000+00:00,41,code_execution
5.0,,,,,,,28.26,,instrumented,155.0,29.93,13,False,,,,,,,20260414_160707,30.65,json_decoder,2026-04-14 08:07:43.590000+00:00,13,code_execution
1.0,,,,,,,0.0,,proxy,0.0,0.0,1,True,,,,,,,20260415_005044,0.0,cidrize,2026-04-14 16:50:44.811000+00:00,1,behavioral
